,area_type,availability,location,size,society,total_sqft,bath,balcony,price(in lakhs),bhk,price_per_sqft
5967,Super built-up  Area,19-Nov,Thanisandra,3,Bhe 2ko,1634.0,3.0,3.0,78.0,3.0,4773.561811505508
5968,Super built-up  Area,Ready To Move,Yeshwanthpur,3,IBityin,1384.0,2.0,2.0,76.18,3.0,5504.3352601156075
5969,Super built-up  Area,Ready To Move,Whitefield,2,CalanGo,1315.0,2.0,2.0,69.5,2.0,5285.171102661597
5970,Super built-up  Area,Ready To Move,KR Puram,2,,1290.0,2.0,2.0,69.0,2.0,5348.837209302325
5971,Built-up  Area,Ready To Move,R.T. Nagar,3,SiineSu,1560.0,3.0,3.0,125.0,3.0,8012.820512820513
5972,Super built-up  Area,Ready To Move,Green Glen Layout,3,Soinequ,1517.0,3.0,3.0,100.0,3.0,6591.957811470006
5973,Super built-up  Area,18-Apr,Devanahalli,1,Sabixtt,658.0,1.0,1.0,26.91,1.0,4089.665653495441
5974,Plot  Area,Ready To Move,other,2,,800.0,1.0,0.0,45.0,2.0,5625.0
5975,Super built-up  Area,Ready To Move,Marathahalli,2,,1135.0,2.0,2.0,60.0,2.0,5286.343612334802
5976,Super built-up  Area,21-May,Kanakpura Road,3,GolusLi,1500.0,3.0,1.0,72.99,3.0,4865.999999999999
5977,Plot  Area,Ready To Move,Chikkabanavar,4,,1200.0,4.0,2.0,130.0,4.0,10833.333333333334
5978,Super built-up  Area,18-Dec,JP Nagar,4,Pehtsa ,4000.0,4.0,3.0,441.0,4.0,11025.0
5979,Plot  Area,Ready To Move,other,1,,600.0,1.0,0.0,24.0,1.0,4000.0
5980,Built-up  Area,Ready To Move,other,2,Nentsan,900.0,1.0,1.0,44.0,2.0,4888.888888888889
5981,Built-up  Area,Ready To Move,Kothanur,6,,4000.0,6.0,,150.0,6.0,3750.0
5982,Built-up  Area,18-May,Hennur Road,3,Maity W,1445.0,2.0,1.0,105.0,3.0,7266.435986159169
5983,Built-up  Area,Ready To Move,8th Phase JP Nagar,5,,1730.0,5.0,2.0,75.0,5.0,4335.260115606937
5984,Super built-up  Area,18-Jun,JP Nagar,2,,1060.0,2.0,2.0,33.95,2.0,3202.8301886792456
5985,Super built-up  Area,Ready To Move,Iblur Village,5,Emine P,5515.0,6.0,2.0,425.0,5.0,7706.255666364461
5986,Super built-up  Area,Ready To Move,Hegde Nagar,3,SoitaCa,1965.0,4.0,2.0,125.0,3.0,6361.323155216285
5987,Built-up  Area,Ready To Move,other,2,Srvasi ,1113.0,2.0,2.0,46.0,2.0,4132.973944294699
5988,Super built-up  Area,Ready To Move,Uttarahalli,2,,1190.0,2.0,1.0,53.55,2.0,4500.0
5989,Super built-up  Area,Ready To Move,HSR Layout,3,SrisePo,2400.0,3.0,3.0,88.0,3.0,3666.6666666666665
5990,Super built-up  Area,Ready To Move,other,2,Seityen,1012.0,2.0,1.0,62.0,2.0,6126.482213438735
5991,Built-up  Area,Ready To Move,other,2,,869.0,2.0,1.0,36.0,2.0,4142.692750287687
5992,Built-up  Area,Ready To Move,Brookefield,2,Roeekbl,1225.0,2.0,2.0,72.0,2.0,5877.551020408163
5993,Super built-up  Area,Ready To Move,Hegde Nagar,3,Sonosty,1584.01,3.0,1.0,103.0,3.0,6502.484201488627
5994,Built-up  Area,Ready To Move,Lakshminarayana Pura,2,RothaVa,1195.0,2.0,1.0,75.0,2.0,6276.150627615063
5995,Super built-up  Area,18-May,Sarjapur  Road,3,PualeSk,1711.0,3.0,1.0,110.0,3.0,6428.988895382817
5996,Built-up  Area,Ready To Move,other,2,Mavelr ,1000.0,2.0,2.0,42.0,2.0,4200.0
5997,Super built-up  Area,Ready To Move,other,3,,1525.0,3.0,3.0,65.0,3.0,4262.295081967213
5998,Super built-up  Area,18-May,Varthur,2,,1000.0,1.0,1.0,65.0,2.0,6500.0
5999,Super built-up  Area,Ready To Move,Yelahanka,3,Apows M,1345.0,2.0,1.0,57.0,3.0,4237.918215613383
6000,Super built-up  Area,Ready To Move,Marathahalli,2,,1220.0,2.0,1.0,58.5,2.0,4795.081967213115
6001,Super built-up  Area,Ready To Move,Sarjapur  Road,2,,1263.0,2.0,1.0,78.0,2.0,6175.771971496437
6002,Built-up  Area,Ready To Move,Electronic City,2,GMown E,770.0,1.0,1.0,35.0,2.0,4545.454545454545
6003,Carpet  Area,Ready To Move,other,3,SVon hn,1535.0,3.0,1.0,95.0,3.0,6188.9250814332245
6004,Plot  Area,Ready To Move,other,2,,1350.0,2.0,1.0,80.0,2.0,5925.925925925926
6005,Super built-up  Area,18-Sep,Sarjapur  Road,2,PualeSk,1346.0,2.0,1.0,74.03,2.0,5500.0
6006,Built-up  Area,Ready To Move,other,3,,1595.0,3.0,2.0,76.0,3.0,4764.8902821316615
6007,Plot  Area,Ready To Move,Hormavu,4,Prageta,3500.0,4.0,1.0,289.0,4.0,8257.142857142857
6008,Super built-up  Area,Ready To Move,Whitefield,3,Gotis A,1745.0,3.0,3.0,100.0,3.0,5730.659025787965
6009,Super built-up  Area,Ready To Move,Old Madras Road,3,Brglede,1630.0,3.0,2.0,110.0,3.0,6748.4662576687115
6010,Super built-up  Area,Ready To Move,other,3,BrlonAv,1410.0,3.0,3.0,90.0,3.0,6382.978723404255
6011,Super built-up  Area,18-Mar,Kundalahalli,3,Dieldli,1724.0,3.0,1.0,146.0,3.0,8468.677494199535
6012,Built-up  Area,Ready To Move,Yeshwanthpur,6,,2500.0,5.0,2.0,185.0,6.0,7400.0
6013,Super built-up  Area,Ready To Move,Abbigere,2,SLtias ,1005.0,2.0,1.0,39.59,2.0,3939.303482587065
6014,Super built-up  Area,18-Apr,other,2,,1080.0,2.0,2.0,39.0,2.0,3611.1111111111113
6015,Super built-up  Area,Ready To Move,Thanisandra,2,Bhmesy ,1265.0,2.0,2.0,85.0,2.0,6719.367588932806
6016,Super built-up  Area,Ready To Move,Whitefield,2,,1075.0,2.0,1.0,53.0,2.0,4930.232558139535
6017,Super built-up  Area,Ready To Move,other,2,Srisei ,1200.0,2.0,3.0,62.5,2.0,5208.333333333333
6018,Built-up  Area,Ready To Move,Whitefield,2,Niborik,1030.0,2.0,2.0,44.0,2.0,4271.844660194175
6019,Plot  Area,Ready To Move,HBR Layout,4,,1200.0,4.0,2.0,115.0,4.0,9583.333333333334
6020,Super built-up  Area,18-Apr,other,3,,2500.0,3.0,,270.0,3.0,10800.0
6021,Super built-up  Area,Ready To Move,other,2,,1050.0,2.0,1.0,36.0,2.0,3428.5714285714284
6022,Super built-up  Area,18-Jun,Hosa Road,2,Sosisic,1369.1,2.0,1.0,98.0,2.0,7157.986998758309
6023,Super built-up  Area,Ready To Move,other,3,ALtonea,1442.0,3.0,2.0,56.24,3.0,3900.138696255201
6024,Super built-up  Area,Ready To Move,Bannerghatta Road,3,Guranya,1535.0,3.0,3.0,60.0,3.0,3908.7947882736157
6025,Super built-up  Area,Ready To Move,Hosakerehalli,3,Taonte ,2378.0,3.0,1.0,262.0,3.0,11017.661900756939
6026,Super built-up  Area,Ready To Move,Chandapura,2,Arhid O,800.0,2.0,1.0,25.0,2.0,3125.0
6027,Super built-up  Area,Ready To Move,other,3,,1464.0,3.0,2.0,56.0,3.0,3825.136612021858
6028,Plot  Area,Ready To Move,other,4,,2300.0,4.0,,200.0,4.0,8695.652173913044
6029,Super built-up  Area,Ready To Move,Kanakpura Road,2,PuandHi,1339.0,2.0,2.0,71.5,2.0,5339.805825242718
6030,Super built-up  Area,Ready To Move,Hosa Road,4,Pamesy ,1708.0,3.0,0.0,64.05,4.0,3750.0
6031,Super built-up  Area,Ready To Move,Garudachar Palya,2,,1154.0,2.0,1.0,51.8,2.0,4488.734835355286
6032,Super built-up  Area,18-May,Chikkalasandra,3,,1355.0,3.0,2.0,54.2,3.0,4000.0
6033,Built-up  Area,Ready To Move,other,3,Ablmsol,1495.0,2.0,2.0,70.0,3.0,4682.274247491639
6034,Built-up  Area,Ready To Move,Kadugodi,2,K tlete,1100.0,2.0,1.0,45.0,2.0,4090.909090909091
6035,Built-up  Area,Ready To Move,Bellandur,3,,1735.0,3.0,3.0,105.0,3.0,6051.873198847262
6036,Built-up  Area,Ready To Move,Whitefield,3,,1896.0,3.0,1.0,75.0,3.0,3955.6962025316457
6037,Super built-up  Area,19-Jul,Bellandur,2,Thesseg,1454.0,2.0,1.0,90.0,2.0,6189.821182943604
6038,Super built-up  Area,Ready To Move,Sarjapur  Road,2,Shthi S,1115.0,2.0,1.0,60.0,2.0,5381.165919282511
6039,Super built-up  Area,21-May,Kanakpura Road,2,GolusLi,1283.0,2.0,2.0,63.22,2.0,4927.5136399064695
6040,Super built-up  Area,18-Dec,Iblur Village,3,DNionfl,1920.0,3.0,2.0,130.0,3.0,6770.833333333333
6041,Plot  Area,Ready To Move,other,4,,1200.0,4.0,1.0,95.0,4.0,7916.666666666667
6042,Plot  Area,Ready To Move,other,2,,1120.0,2.0,0.0,60.0,2.0,5357.142857142857
6043,Built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1075.0,2.0,1.0,36.0,3.0,3348.8372093023254
6044,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,,1110.0,2.0,1.0,52.0,2.0,4684.684684684685
6045,Super built-up  Area,18-Apr,Munnekollal,2,Sadhii ,1102.0,2.0,2.0,53.67,2.0,4870.235934664247
6046,Super built-up  Area,Ready To Move,Haralur Road,2,,1309.0,2.0,1.0,82.0,2.0,6264.323911382735
6047,Built-up  Area,Ready To Move,Sarjapur  Road,3,Esatea ,1314.0,2.0,2.0,70.44,3.0,5360.730593607306
6048,Built-up  Area,Ready To Move,Hebbal,2,Ratlet ,1000.0,2.0,2.0,45.0,2.0,4500.0
6049,Super built-up  Area,18-Apr,Sarjapur  Road,2,PualeSk,1346.0,2.0,1.0,71.32,2.0,5298.662704309063
6050,Super built-up  Area,Ready To Move,other,2,Sothin ,925.0,2.0,2.0,70.0,2.0,7567.5675675675675
6051,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1295.0,2.0,2.0,43.9,2.0,3389.96138996139
6052,Super built-up  Area,Ready To Move,Sahakara Nagar,2,KPhtsei,1048.0,2.0,3.0,50.0,2.0,4770.992366412213
6053,Super built-up  Area,Ready To Move,Hennur Road,3,Maity W,1445.0,2.0,2.0,86.69,3.0,5999.307958477509
6054,Super built-up  Area,Ready To Move,Kengeri,2,,1197.0,2.0,2.0,50.0,2.0,4177.109440267335
6055,Built-up  Area,Ready To Move,Basaveshwara Nagar,2,,1180.0,2.0,3.0,58.0,2.0,4915.254237288135
6056,Super built-up  Area,19-Dec,Sarjapur  Road,1,AsastDe,691.0,1.0,1.0,31.1,1.0,4500.723589001447
6057,Built-up  Area,Ready To Move,other,3,Mawerer,1280.0,2.0,1.0,48.0,3.0,3750.0
6058,Super built-up  Area,Ready To Move,Whitefield,3,SJces R,1730.0,3.0,2.0,125.0,3.0,7225.43352601156
6059,Super built-up  Area,Ready To Move,Channasandra,2,Unm 2El,1065.0,2.0,1.0,36.0,2.0,3380.281690140845
6060,Super built-up  Area,Ready To Move,other,1,,650.0,1.0,0.0,30.0,1.0,4615.384615384615
6061,Super built-up  Area,18-Jun,Kundalahalli,3,Dieldli,1724.0,3.0,1.0,146.0,3.0,8468.677494199535
6062,Super built-up  Area,Ready To Move,Yelachenahalli,2,,1130.0,2.0,2.0,40.0,2.0,3539.8230088495575
6063,Super built-up  Area,18-Jul,Rajaji Nagar,4,ProdsWe,2733.0,5.0,2.0,259.0,4.0,9476.765459202341
6064,Super built-up  Area,Ready To Move,Kengeri,2,,1320.0,2.0,1.0,50.0,2.0,3787.878787878788
6065,Super built-up  Area,Ready To Move,Yelahanka,3,Rarthne,1391.0,2.0,2.0,64.5,3.0,4636.951833213516
6066,Super built-up  Area,Ready To Move,JP Nagar,1,Brine J,750.0,1.0,1.0,52.5,1.0,7000.0
6067,Super built-up  Area,Ready To Move,other,3,Vaurtar,1515.0,3.0,3.0,90.0,3.0,5940.59405940594
6068,Super built-up  Area,Ready To Move,Hosur Road,2,,1179.0,2.0,1.0,49.0,2.0,4156.064461407973
6069,Super built-up  Area,19-Dec,Whitefield,1,Oreldhi,877.0,1.0,1.0,59.0,1.0,6727.480045610034
6070,Super built-up  Area,Ready To Move,other,2,,1244.0,2.0,2.0,95.0,2.0,7636.655948553054
6071,Built-up  Area,Ready To Move,other,4,KrodsNo,3200.0,4.0,0.0,270.0,4.0,8437.5
6072,Super built-up  Area,Ready To Move,Sarjapur  Road,3,SoniaEt,2289.0,3.0,2.0,178.0,3.0,7776.321537789428
6073,Plot  Area,Ready To Move,other,4,,1350.0,4.0,2.0,140.0,4.0,10370.37037037037
6074,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,NaonySy,1550.0,3.0,1.0,86.8,3.0,5600.0
6075,Super built-up  Area,Ready To Move,Thanisandra,3,MenueNo,1430.0,2.0,3.0,56.0,3.0,3916.083916083916
6076,Super built-up  Area,Ready To Move,HSR Layout,3,SrisePo,1844.0,3.0,1.0,89.0,3.0,4826.46420824295
6077,Plot  Area,Ready To Move,Ramamurthy Nagar,4,,1200.0,4.0,1.0,125.0,4.0,10416.666666666666
6078,Plot  Area,Ready To Move,other,3,,1200.0,3.0,0.0,140.0,3.0,11666.666666666666
6079,Super built-up  Area,Ready To Move,other,2,NianaKe,780.0,2.0,2.0,25.0,2.0,3205.128205128205
6080,Super built-up  Area,Ready To Move,other,2,,1135.0,2.0,2.0,68.0,2.0,5991.1894273127755
6081,Super built-up  Area,Ready To Move,Electronic City Phase II,3,SJmesst,1549.0,3.0,2.0,80.0,3.0,5164.622336991608
6082,Super built-up  Area,Ready To Move,Kasturi Nagar,4,Radenta,1896.0,3.0,1.0,125.0,4.0,6592.827004219409
6083,Super built-up  Area,19-Mar,Thanisandra,1,Bhe 2ko,663.0,1.0,0.0,46.1,1.0,6953.242835595776
6084,Built-up  Area,Ready To Move,BTM 2nd Stage,3,SNe 2ev,1850.0,3.0,,170.0,3.0,9189.18918918919
6085,Super built-up  Area,Ready To Move,8th Phase JP Nagar,3,MBodsen,1269.0,2.0,3.0,50.75,3.0,3999.211977935382
6086,Plot  Area,Ready To Move,ISRO Layout,4,,1200.0,4.0,2.0,155.0,4.0,12916.666666666666
6087,Super built-up  Area,Ready To Move,other,3,Sapazta,1798.0,3.0,3.0,73.0,3.0,4060.066740823137
6088,Super built-up  Area,18-Apr,Electronic City,2,Prarkun,1152.0,2.0,1.0,65.0,2.0,5642.361111111111
6089,Super built-up  Area,Ready To Move,Whitefield,2,Sonviik,1116.0,2.0,3.0,51.91,2.0,4651.433691756272
6090,Super built-up  Area,Ready To Move,Kalena Agrahara,2,ARomee ,980.0,2.0,2.0,35.0,2.0,3571.4285714285716
6091,Super built-up  Area,Ready To Move,Magadi Road,2,Vrenty ,884.0,2.0,1.0,41.1,2.0,4649.321266968326
6092,Built-up  Area,Ready To Move,Jigani,3,,1408.0,2.0,0.0,55.0,3.0,3906.25
6093,Super built-up  Area,Ready To Move,Sarjapur  Road,2,,1026.0,2.0,1.0,60.55,2.0,5901.559454191033
6094,Super built-up  Area,Ready To Move,Whitefield,2,BainePr,1190.0,2.0,2.0,67.0,2.0,5630.252100840336
6095,Super built-up  Area,Ready To Move,Ardendale,3,SoystAm,1723.0,3.0,2.0,95.0,3.0,5513.6390017411495
6096,Super built-up  Area,Ready To Move,Whitefield,3,UKe 2nz,2225.0,2.0,1.0,125.0,3.0,5617.9775280898875
6097,Super built-up  Area,Ready To Move,Whitefield,2,SrireSo,1150.0,2.0,2.0,55.0,2.0,4782.608695652174
6098,Super built-up  Area,Ready To Move,Basavangudi,3,,2200.0,2.0,1.0,162.0,3.0,7363.636363636364
6099,Super built-up  Area,Ready To Move,Sarjapur,2,,913.0,2.0,1.0,36.0,2.0,3943.0449069003284
6100,Super built-up  Area,18-May,Electronic City Phase II,3,Coomee ,1418.0,3.0,2.0,52.47,3.0,3700.2820874471086
6101,Super built-up  Area,Ready To Move,other,3,,2100.0,3.0,3.0,220.0,3.0,10476.190476190477
6102,Built-up  Area,Ready To Move,other,3,,1650.0,2.0,2.0,80.0,3.0,4848.484848484848
6103,Super built-up  Area,Ready To Move,CV Raman Nagar,2,Chhamku,1285.0,2.0,2.0,65.0,2.0,5058.365758754864
6104,Super built-up  Area,Ready To Move,Kanakapura,2,SPavenc,1090.0,2.0,2.0,38.15,2.0,3500.0
6105,Super built-up  Area,Ready To Move,Electronic City,3,GMown E,1360.0,2.0,1.0,58.0,3.0,4264.705882352941
6106,Plot  Area,18-Nov,Varthur Road,4,,2760.0,4.0,2.0,155.0,4.0,5615.942028985507
6107,Super built-up  Area,18-May,other,3,,1115.0,3.0,1.0,39.14,3.0,3510.3139013452915
6108,Super built-up  Area,Ready To Move,Whitefield,2,,1102.0,2.0,1.0,48.0,2.0,4355.716878402904
6109,Built-up  Area,Ready To Move,Amruthahalli,1,Prowsi ,485.0,1.0,1.0,19.5,1.0,4020.618556701031
6110,Super built-up  Area,Ready To Move,Whitefield,2,Sonviik,1116.0,2.0,1.0,51.91,2.0,4651.433691756272
6111,Built-up  Area,Ready To Move,Electronic City,2,PronsEn,1090.0,2.0,2.0,35.03,2.0,3213.761467889908
6112,Super built-up  Area,Ready To Move,Nagarbhavi,2,,1080.0,2.0,1.0,49.0,2.0,4537.037037037037
6113,Super built-up  Area,18-Apr,Electronics City Phase 1,2,Shitt S,1170.0,2.0,1.0,62.0,2.0,5299.145299145299
6114,Built-up  Area,Ready To Move,Sarjapur  Road,2,MadinJa,1367.0,2.0,0.0,80.0,2.0,5852.231163130944
6115,Super built-up  Area,Ready To Move,Uttarahalli,2,Ihnueut,1235.0,2.0,3.0,90.0,2.0,7287.44939271255
6116,Super built-up  Area,Ready To Move,Whitefield,2,Veale R,1355.0,3.0,3.0,76.0,2.0,5608.856088560886
6117,Super built-up  Area,Ready To Move,Kanakpura Road,3,PuandHi,1843.0,3.0,2.0,82.0,3.0,4449.267498643516
6118,Super built-up  Area,Ready To Move,Whitefield,2,,1315.0,2.0,3.0,55.0,2.0,4182.509505703422
6119,Built-up  Area,Ready To Move,Hebbal,2,Prersis,1299.0,2.0,1.0,100.0,2.0,7698.229407236336
6120,Built-up  Area,Ready To Move,Kengeri,5,,2500.0,4.0,3.0,100.0,5.0,4000.0
6121,Super built-up  Area,Ready To Move,other,4,PrstaTe,3870.0,4.0,2.0,411.0,4.0,10620.15503875969
6122,Super built-up  Area,Ready To Move,Uttarahalli,2,,938.0,2.0,0.0,35.0,2.0,3731.3432835820895
6123,Super built-up  Area,Ready To Move,Varthur,3,CaestSr,1520.0,2.0,2.0,60.0,3.0,3947.3684210526317
6124,Built-up  Area,18-Dec,Kudlu Gate,3,,1919.0,3.0,2.0,121.0,3.0,6305.367378843148
6125,Super built-up  Area,19-Jun,Hosa Road,3,Sosisic,1512.0,3.0,1.0,123.0,3.0,8134.920634920635
6126,Super built-up  Area,18-May,Sarjapur  Road,3,AsastDe,1157.0,2.0,1.0,74.0,3.0,6395.851339671564
6127,Built-up  Area,Ready To Move,Kogilu,2,,650.0,2.0,0.0,28.0,2.0,4307.692307692308
6128,Super built-up  Area,18-May,Old Airport Road,2,Jaades ,1655.0,2.0,1.0,97.65,2.0,5900.302114803625
6129,Super built-up  Area,Ready To Move,other,2,,1209.0,2.0,2.0,100.0,2.0,8271.298593879239
6130,Super built-up  Area,Ready To Move,Ramagondanahalli,3,DNeremo,1610.0,2.0,2.0,111.0,3.0,6894.409937888198
6131,Super built-up  Area,18-Nov,Hebbal,3,Magiaya,1255.0,2.0,1.0,95.0,3.0,7569.721115537848
6132,Super built-up  Area,Ready To Move,Yeshwanthpur,2,IBityin,1162.0,2.0,2.0,64.08,2.0,5514.629948364888
6133,Super built-up  Area,Ready To Move,Jakkur,2,Arzzo P,1424.0,2.0,3.0,80.0,2.0,5617.9775280898875
6134,Super built-up  Area,Ready To Move,other,3,Laderav,1560.0,2.0,3.0,66.0,3.0,4230.7692307692305
6135,Built-up  Area,Ready To Move,Brookefield,2,ARnts A,1588.0,2.0,3.0,58.0,2.0,3652.3929471032748
6136,Plot  Area,Ready To Move,other,2,,1350.0,2.0,0.0,90.0,2.0,6666.666666666667
6137,Built-up  Area,Ready To Move,Abbigere,6,,2500.0,6.0,0.0,81.0,6.0,3240.0
6138,Super built-up  Area,Ready To Move,Kudlu,2,Srrnasa,1024.0,2.0,2.0,44.0,2.0,4296.875
6139,Plot  Area,18-Feb,Sarjapur  Road,3,Cetattu,1200.0,3.0,2.0,70.0,3.0,5833.333333333333
6140,Super built-up  Area,Ready To Move,Billekahalli,3,PuhtsHe,2968.0,3.0,,225.0,3.0,7580.8625336927225
6141,Super built-up  Area,Ready To Move,Harlur,2,Prncyrn,1290.0,2.0,1.0,89.9,2.0,6968.992248062015
6142,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2,,1272.0,2.0,2.0,48.0,2.0,3773.5849056603774
6143,Super built-up  Area,Ready To Move,other,2,ArzzaRe,1418.0,2.0,1.0,62.0,2.0,4372.3554301833565
6144,Super built-up  Area,Ready To Move,Hennur,2,Shateor,1255.0,2.0,2.0,56.5,2.0,4501.99203187251
6145,Super built-up  Area,Ready To Move,Green Glen Layout,3,Soweray,1728.0,3.0,2.0,125.0,3.0,7233.7962962962965
6146,Super built-up  Area,18-Apr,Jalahalli,2,Cuohahi,1313.0,2.0,2.0,68.0,2.0,5178.979436405179
6147,Super built-up  Area,21-Mar,Hebbal,2,Oztarol,1251.0,2.0,1.0,88.73,2.0,7092.725819344524
6148,Super built-up  Area,Ready To Move,other,2,Raave E,865.0,2.0,2.0,33.0,2.0,3815.0289017341042
6149,Super built-up  Area,Ready To Move,Hoskote,2,Deiveer,945.0,2.0,1.0,35.0,2.0,3703.703703703704
6150,Built-up  Area,Ready To Move,other,3,Itala A,1450.0,3.0,2.0,90.0,3.0,6206.896551724138
6151,Super built-up  Area,18-May,Sarjapur  Road,3,PualeSk,1929.0,4.0,1.0,103.0,3.0,5339.554173146708
6152,Plot  Area,Ready To Move,other,2,,600.0,2.0,0.0,30.0,2.0,5000.0
6153,Super built-up  Area,21-Dec,Kanakpura Road,3,PrarePa,1100.0,2.0,1.0,52.97,3.0,4815.454545454545
6154,Built-up  Area,Ready To Move,Sarjapur  Road,3,Contsci,1965.0,3.0,3.0,120.0,3.0,6106.8702290076335
6155,Plot  Area,Ready To Move,Kundalahalli,3,Roima A,1600.0,3.0,2.0,170.0,3.0,10625.0
6156,Built-up  Area,Ready To Move,other,2,Krtiqa ,1100.0,2.0,1.0,60.0,2.0,5454.545454545455
6157,Super built-up  Area,Ready To Move,Cooke Town,2,,1100.0,2.0,3.0,90.0,2.0,8181.818181818182
6158,Built-up  Area,Ready To Move,other,3,VMlet C,1539.0,3.0,2.0,60.0,3.0,3898.635477582846
6159,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1144.0,2.0,2.0,38.55,2.0,3369.7552447552443
6160,Super built-up  Area,18-Feb,Kundalahalli,3,Dieldli,1724.0,3.0,3.0,140.0,3.0,8120.649651972158
6161,Super built-up  Area,Ready To Move,other,2,,823.0,2.0,1.0,80.0,2.0,9720.534629404618
6162,Super built-up  Area,Ready To Move,other,3,DNtonri,1520.0,3.0,3.0,80.0,3.0,5263.1578947368425
6163,Super built-up  Area,Ready To Move,Ambalipura,2,Dimes E,1332.0,2.0,1.0,79.0,2.0,5930.930930930931
6164,Built-up  Area,Ready To Move,Varthur Road,2,VRdelit,1277.0,2.0,2.0,59.0,2.0,4620.203602192639
6165,Super built-up  Area,Ready To Move,other,2,Koowsis,1097.0,2.0,3.0,65.0,2.0,5925.2506836827715
6166,Super built-up  Area,Ready To Move,Thanisandra,3,Moity S,1427.0,3.0,2.0,120.0,3.0,8409.250175192712
6167,Super built-up  Area,Ready To Move,Kanakpura Road,3,JRrnauv,1450.0,3.0,3.0,55.0,3.0,3793.103448275862
6168,Super built-up  Area,Ready To Move,Dodda Nekkundi,2,,1390.0,2.0,2.0,60.0,2.0,4316.546762589928
6169,Built-up  Area,Ready To Move,Kundalahalli,3,,1800.0,3.0,2.0,110.0,3.0,6111.111111111111
6170,Plot  Area,Ready To Move,other,1,,540.0,1.0,0.0,22.0,1.0,4074.074074074074
6171,Built-up  Area,Ready To Move,other,2,CMhidal,1090.0,2.0,2.0,45.0,2.0,4128.440366972477
6172,Super built-up  Area,Ready To Move,Mallasandra,3,ShnyeSy,1524.0,2.0,3.0,72.0,3.0,4724.4094488188975
6173,Super built-up  Area,Ready To Move,other,3,AritaFe,1388.0,3.0,3.0,69.99,3.0,5042.50720461095
6174,Super built-up  Area,Ready To Move,Sarjapur  Road,4,Adeatlm,3335.0,4.0,3.0,290.0,4.0,8695.652173913044
6175,Super built-up  Area,Ready To Move,Kalena Agrahara,2,,1200.0,2.0,2.0,50.0,2.0,4166.666666666667
6176,Super built-up  Area,18-May,other,3,,1250.0,3.0,2.0,43.0,3.0,3440.0
6177,Super built-up  Area,Ready To Move,Sultan Palaya,2,,1100.0,2.0,1.0,45.0,2.0,4090.909090909091
6178,Super built-up  Area,20-Dec,Old Madras Road,2,Shmes O,935.0,2.0,1.0,32.72,2.0,3499.4652406417113
6179,Super built-up  Area,Ready To Move,Chandapura,2,PavesGr,876.0,2.0,2.0,29.5,2.0,3367.5799086757993
6180,Super built-up  Area,Ready To Move,EPIP Zone,3,BrontLa,2710.0,3.0,2.0,177.0,3.0,6531.365313653137
6181,Super built-up  Area,Ready To Move,Tumkur Road,3,Sahtsva,1416.0,3.0,1.0,94.0,3.0,6638.418079096045
6182,Built-up  Area,Ready To Move,other,2,DStra S,1115.0,2.0,0.0,46.0,2.0,4125.5605381165915
6183,Plot  Area,Ready To Move,Gottigere,1,,812.0,1.0,0.0,26.0,1.0,3201.9704433497536
6184,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,Vasta C,1343.0,2.0,2.0,56.41,3.0,4200.297840655249
6185,Super built-up  Area,18-Dec,Jakkur,3,BrdgeNo,1660.0,3.0,2.0,104.0,3.0,6265.060240963855
6186,Built-up  Area,Ready To Move,Hulimavu,2,,1050.0,2.0,2.0,125.0,2.0,11904.761904761905
6187,Super built-up  Area,Ready To Move,Electronic City,2,Itvir M,1000.0,2.0,2.0,41.0,2.0,4100.0
6188,Super built-up  Area,Ready To Move,Mysore Road,2,PrntaEn,1175.0,2.0,2.0,86.68,2.0,7377.021276595745
6189,Super built-up  Area,Ready To Move,Hosakerehalli,3,Taonte ,2480.0,3.0,2.0,245.0,3.0,9879.032258064517
6190,Super built-up  Area,Ready To Move,Yelahanka,2,,1250.0,2.0,2.0,40.0,2.0,3200.0
6191,Plot  Area,Ready To Move,Whitefield,3,Chpana ,3010.0,3.0,2.0,200.0,3.0,6644.518272425249
6192,Super built-up  Area,Ready To Move,Yelahanka New Town,3,Cerasy ,1599.0,3.0,2.0,80.0,3.0,5003.126954346467
6193,Super built-up  Area,Ready To Move,Arekere,3,,2060.0,3.0,2.0,140.0,3.0,6796.116504854369
6194,Built-up  Area,19-Mar,Hennur Road,4,Gollela,2950.0,4.0,3.0,253.0,4.0,8576.271186440677
6195,Built-up  Area,Ready To Move,Banashankari,2,Sksia A,1186.0,2.0,3.0,65.0,2.0,5480.607082630691
6196,Super built-up  Area,Ready To Move,Whitefield,2,Veitaus,1224.0,2.0,2.0,75.0,2.0,6127.450980392156
6197,Built-up  Area,Ready To Move,other,1,Jeshan ,500.0,1.0,0.0,20.0,1.0,4000.0
6198,Super built-up  Area,19-Jan,other,3,TiaksAa,1260.0,2.0,2.0,85.05,3.0,6750.0
6199,Super built-up  Area,Ready To Move,Marathahalli,3,,1530.0,3.0,2.0,74.5,3.0,4869.281045751634
